request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
sharegpt_wRyWxD2_18,1665,4,1559.976,1608.773,16.266
sharegpt_kv271Gd_40,25,795,996.807,19397.971,23.175
sharegpt_bEQJqxw_0,140,1025,314.32,24030.849,23.161
sharegpt_8sl3rDY_0,33,377,995.266,10278.945,24.691
sharegpt_EKVf2RL_0,34,673,996.777,16782.897,23.491
sharegpt_AieydaK_0,45,4,314.06,583.871,89.937
sharegpt_E3SwF8i_0,76,362,313.968,9847.081,26.408
sharegpt_Yu9nEQY_44,30,307,313.695,8636.363,27.198
sharegpt_kjeGJvK_2,976,621,447.535,15550.539,24.36
sharegpt_u7ynJaV_0,374,333,447.483,9236.491,26.473
sharegpt_Y6nhEqm_0,41,630,447.248,15746.661,24.323
sharegpt_U3KZdH9_0,64,848,1133.96,20524.781,22.894
sharegpt_ksLyHFO_0,62,1010,1133.212,23845.716,22.51
sharegpt_EcvnZ3B_8,394,270,1134.089,7906.848,25.178
sharegpt_j6HIlwY_0,42,598,1134.182,15150.733,23.478
sharegpt_OlhSVrJ_0,52,58,1133.622,2813.772,29.476
sharegpt_bLv7JMf_0,21,751,1132.46,18478.396,23.128
sharegpt_sh6WkqO_0,65,49,1132.851,2599.92,30.564
sharegpt_r3WT7hv_0,201,732,1273.297,18095.187,23.012
sharegpt_7uUzx6Z_4,917,746,1273.198,18392.697,22.979
sharegpt_ZivWPmv_0,748,452,1273.28,11976.161,23.731
sharegpt_eIibBFp_0,26,537,1273.029,13831.977,23.431
sharegpt_1bziJ0t_0,43,955,1271.868,22730.446,22.493
sharegpt_GUVjQIR_0,24,345,1270.703,9628.44,24.296
sharegpt_EY52KT1_0,103,638,1271.736,16056.15,23.209
sharegpt_SXOonXB_16,846,557,1432.252,14283.947,23.115
sharegpt_tDPXObj_0,397,379,1432.352,10385.586,23.686
sharegpt_5nINNyc_0,32,564,1432.37,14439.47,23.103
sharegpt_cwzsyBR_0,29,629,1433.05,15878.566,23.002
sharegpt_YzlCOF5_0,25,1025,1432.437,24174.021,22.209
sharegpt_M8bwizw_0,110,364,1432.931,10059.84,23.766
sharegpt_fiVI7Ln_0,106,782,739.073,19073.377,23.475
sharegpt_at1lmSN_0,22,350,738.397,9650.391,25.536
sharegpt_C3ePtjr_0,15,422,738.241,11226.052,24.912
sharegpt_vl3is2s_30,193,327,738.332,9145.91,25.79
sharegpt_xYPu2UN_0,164,124,853.44,4345.144,28.388
sharegpt_FH1eRUZ_0,32,309,853.126,8775.088,25.721
sharegpt_FjQjuhg_0,83,403,852.629,10827.75,24.814
sharegpt_yycpKrx_0,19,1025,853.153,24111.656,22.713
sharegpt_Tnyb9mk_26,760,1025,853.04,24111.709,22.714
sharegpt_V8KAABo_0,164,478,853.04,12490.257,24.397
sharegpt_9Qep354_34,507,705,853.346,17452.01,23.578
sharegpt_PUZlqBP_0,534,1025,852.29,24111.456,22.714
sharegpt_RhAc4fh_0,228,276,1552.113,8109.492,23.845
sharegpt_ASOnp4D_0,43,373,991.847,10188.096,24.721
sharegpt_5bzpd5P_0,13,453,201.437,11820.03,25.705
sharegpt_0M8jndL_0,20,336,201.438,9255.457,27.027
sharegpt_GPKEDmZ_0,71,116,992.615,4174.168,27.666
sharegpt_IOhW1Iq_50,317,76,310.175,3096.725,37.154
sharegpt_NeBDpcw_24,168,987,310.111,23245.204,23.261
sharegpt_JrQCmm5_0,18,142,992.482,4791.635,26.944
sharegpt_gcVkCKD_0,146,462,991.653,12147.298,24.199
