request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
sharegpt_wRyWxD2_18,1665,244,1382.921,8380.243,28.796
sharegpt_kv271Gd_40,25,1025,782.836,30770.124,29.284
sharegpt_bEQJqxw_0,140,1025,353.955,30676.78,29.612
sharegpt_8sl3rDY_0,33,1025,782.655,30769.857,29.284
sharegpt_EKVf2RL_0,34,1025,782.671,30770.296,29.285
sharegpt_AieydaK_0,45,191,353.632,6648.831,33.133
sharegpt_E3SwF8i_0,76,1025,353.48,30677.523,29.613
sharegpt_Yu9nEQY_44,30,1025,353.356,30677.693,29.614
sharegpt_kjeGJvK_2,976,574,353.275,17738.386,30.341
sharegpt_u7ynJaV_0,374,815,506.172,24593.087,29.591
sharegpt_Y6nhEqm_0,41,1025,505.937,30703.46,29.49
sharegpt_U3KZdH9_0,64,796,1063.517,24136.89,29.023
sharegpt_ksLyHFO_0,62,1025,1063.677,30796.378,29.036
sharegpt_EcvnZ3B_8,394,662,1094.325,20380.223,29.177
sharegpt_j6HIlwY_0,42,1025,1094.638,30825.039,29.034
sharegpt_OlhSVrJ_0,52,272,1093.871,9128.249,29.647
sharegpt_bLv7JMf_0,21,1025,1094.693,30825.001,29.034
sharegpt_sh6WkqO_0,65,415,1094.373,13230.412,29.314
sharegpt_r3WT7hv_0,201,1025,1094.435,30824.825,29.034
sharegpt_7uUzx6Z_4,917,1025,1093.894,30824.389,29.034
sharegpt_ZivWPmv_0,748,1025,1236.983,30852.72,28.922
sharegpt_eIibBFp_0,26,1025,1235.494,30851.161,28.922
sharegpt_1bziJ0t_0,43,1025,1236.028,30851.407,28.921
sharegpt_GUVjQIR_0,24,774,1235.22,23552.975,28.872
sharegpt_EY52KT1_0,103,1025,641.555,30729.157,29.382
sharegpt_SXOonXB_16,846,1025,1234.887,30850.778,28.922
sharegpt_tDPXObj_0,397,771,641.136,23348.05,29.489
sharegpt_5nINNyc_0,32,1025,1235.722,30851.091,28.921
sharegpt_cwzsyBR_0,29,1025,641.237,30728.766,29.382
sharegpt_YzlCOF5_0,25,1025,1235.672,30851.01,28.921
sharegpt_M8bwizw_0,110,1025,641.157,30729.037,29.383
sharegpt_fiVI7Ln_0,106,1025,1235.276,30850.822,28.921
sharegpt_at1lmSN_0,22,609,640.797,18776.853,29.829
sharegpt_C3ePtjr_0,15,644,1234.74,19900.895,29.03
sharegpt_vl3is2s_30,193,1025,641.082,30728.631,29.382
sharegpt_xYPu2UN_0,164,1025,1234.883,30850.285,28.921
sharegpt_FH1eRUZ_0,32,1025,640.324,30727.027,29.382
sharegpt_FjQjuhg_0,83,1025,1235.164,30850.511,28.921
sharegpt_yycpKrx_0,19,1025,640.783,30728.377,29.382
sharegpt_Tnyb9mk_26,760,1025,1375.805,30875.978,28.809
sharegpt_V8KAABo_0,164,1025,778.527,30765.826,29.284
sharegpt_9Qep354_34,507,1025,1376.167,30875.92,28.808
sharegpt_PUZlqBP_0,534,1025,779.023,30766.43,29.285
sharegpt_RhAc4fh_0,228,571,1376.361,17845.924,28.894
sharegpt_ASOnp4D_0,43,749,777.979,22749.507,29.374
sharegpt_5bzpd5P_0,13,1025,228.618,30643.216,29.702
sharegpt_0M8jndL_0,20,1025,349.425,30673.58,29.613
sharegpt_GPKEDmZ_0,71,916,778.345,27542.373,29.25
sharegpt_IOhW1Iq_50,317,759,349.433,22946.808,29.812
sharegpt_NeBDpcw_24,168,1025,349.296,30673.429,29.613
sharegpt_JrQCmm5_0,18,1025,777.744,30765.064,29.284
sharegpt_gcVkCKD_0,146,1025,777.725,30765.065,29.285
sharegpt_7JhALAY_0,222,1025,778.167,30765.67,29.285
sharegpt_GRk1LPZ_0,70,1025,349.002,30672.778,29.613
sharegpt_U3S02iq_0,14,1025,348.843,30672.866,29.613
sharegpt_2wDnY0N_0,25,1025,348.742,30671.653,29.612
sharegpt_qRbHQU7_12,45,1025,778.111,30765.489,29.285
sharegpt_yMxOowb_132,629,1025,777.625,30765.224,29.285
sharegpt_qLEszEA_208,37,927,777.731,27868.224,29.255
sharegpt_xuR7z91_26,63,1025,777.307,30764.578,29.284
sharegpt_yxQxL6n_0,94,1025,1059.231,30791.903,29.036
sharegpt_yAwGFqP_100,515,1025,1059.204,30791.907,29.036
sharegpt_D0cbbeB_4,1110,1025,1059.302,30791.805,29.036
sharegpt_WAOAkJZ_0,44,1025,501.263,30699.721,29.491
sharegpt_3qVPZGU_0,64,1025,500.823,30698.296,29.49
sharegpt_wfchack_0,173,1025,501.184,30699.71,29.491
sharegpt_V8rl6n5_0,56,1025,500.884,30699.122,29.49
sharegpt_l6geHv4_42,17,1025,1089.705,30820.092,29.034
sharegpt_9afria9_8,1087,1025,500.958,30699.42,29.491
sharegpt_vFtK0lQ_0,18,1025,1089.495,30819.723,29.033
sharegpt_ITAvflY_0,21,1025,500.628,30698.102,29.49
sharegpt_xPGHSnV_0,29,1025,500.723,30698.984,29.49
sharegpt_jwZ0WX1_0,647,1025,638.51,30726.004,29.382
sharegpt_kfVsCGi_0,40,1025,638.073,30724.83,29.382
sharegpt_TgomyCL_0,68,1025,637.886,30724.23,29.381
sharegpt_ijIr7vm_0,21,1025,638.541,30726.111,29.382
sharegpt_uqppRZd_0,261,1025,638.072,30725.595,29.382
sharegpt_HELyvLS_0,36,1025,638.411,30726.076,29.382
sharegpt_xoAlW8C_0,52,1025,638.087,30725.517,29.382
sharegpt_vRkueLp_0,139,1025,638.137,30725.701,29.382
sharegpt_DvTeoPJ_0,31,1025,84.543,29137.776,28.372
sharegpt_iuA20cs_0,36,1025,87.153,28973.193,28.209
sharegpt_tfpx5io_0,32,833,85.617,23839.468,28.55
sharegpt_xQdCtMx_0,1336,1025,148.113,28539.276,27.726
sharegpt_Ws7UnN4_0,34,1025,82.399,28065.119,27.327
sharegpt_lQPFX1x_0,12,1025,81.536,28058.845,27.322
sharegpt_DFMYCG8_0,532,1025,101.167,27976.599,27.222
sharegpt_3JaBOCI_0,12,1025,81.538,27878.591,27.146
sharegpt_62YjlwM_20,494,1025,95.381,27848.432,27.103
sharegpt_DvSVEeb_0,26,918,80.583,24895.403,27.061
sharegpt_NzuWuye_0,21,805,83.31,21940.645,27.186
sharegpt_urObKlk_0,36,1025,87.107,27639.008,26.906
sharegpt_GhfOOFN_98,42,1025,86.53,27660.09,26.927
sharegpt_W6wCYNp_0,60,1025,84.184,27644.614,26.914
sharegpt_r5r0E6g_0,13,1025,84.28,27611.063,26.882
sharegpt_JlBAuMI_0,21,462,86.922,12562.217,27.061
sharegpt_hk6Ph3s_0,68,1025,88.082,27284.593,26.559
sharegpt_afqhKGj_0,123,879,83.982,23170.929,26.295
sharegpt_KR4HUoi_0,20,1025,93.182,26905.358,26.184
sharegpt_9bdW6Qy_0,18,1025,93.097,26905.181,26.184
