request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
sharegpt_wRyWxD2_18,1665,4,864.348,926.04,20.564
sharegpt_kv271Gd_40,25,795,572.612,18183.374,22.18
sharegpt_bEQJqxw_0,140,1025,572.488,23187.344,22.085
sharegpt_8sl3rDY_0,33,377,300.642,9032.512,23.223
sharegpt_EKVf2RL_0,34,667,706.395,15428.192,22.105
sharegpt_AieydaK_0,45,4,706.801,886.138,59.779
sharegpt_E3SwF8i_0,76,362,707.539,8744.737,22.264
sharegpt_Yu9nEQY_44,30,307,706.507,7466.144,22.09
sharegpt_kjeGJvK_2,976,621,438.122,14396.323,22.513
sharegpt_u7ynJaV_0,374,325,438.305,7880.788,22.971
sharegpt_Y6nhEqm_0,41,630,438.231,14592.477,22.503
sharegpt_U3KZdH9_0,64,848,571.142,19340.164,22.159
sharegpt_ksLyHFO_0,62,1010,151.962,22806.441,22.452
sharegpt_EcvnZ3B_8,394,270,299.679,6607.257,23.448
sharegpt_j6HIlwY_0,42,598,299.562,13855.925,22.707
sharegpt_OlhSVrJ_0,52,58,437.873,2044.071,28.179
sharegpt_bLv7JMf_0,21,751,437.608,17201.538,22.352
sharegpt_sh6WkqO_0,65,49,705.346,1891.887,24.72
sharegpt_r3WT7hv_0,201,732,705.648,16836.699,22.067
sharegpt_7uUzx6Z_4,917,746,706.151,17137.152,22.055
sharegpt_ZivWPmv_0,748,452,860.921,10740.839,21.907
sharegpt_eIibBFp_0,26,531,151.405,12313.085,22.947
sharegpt_1bziJ0t_0,43,955,569.555,21671.579,22.12
sharegpt_GUVjQIR_0,24,345,569.188,8346.275,22.608
sharegpt_EY52KT1_0,103,638,569.522,14785.43,22.317
sharegpt_SXOonXB_16,846,447,569.53,10589.579,22.466
sharegpt_tDPXObj_0,397,379,297.446,9072.438,23.214
sharegpt_5nINNyc_0,32,442,703.804,10504.091,22.223
sharegpt_cwzsyBR_0,29,636,704.469,14763.046,22.139
sharegpt_YzlCOF5_0,25,1025,704.131,23205.736,21.974
sharegpt_M8bwizw_0,110,364,704.207,8785.505,22.263
sharegpt_fiVI7Ln_0,106,782,435.39,17875.919,22.331
sharegpt_at1lmSN_0,22,249,435.208,6186.389,23.19
sharegpt_C3ePtjr_0,15,422,435.548,10034.444,22.8
sharegpt_vl3is2s_30,193,327,568.13,7941.922,22.619
sharegpt_xYPu2UN_0,164,124,149.19,3432.218,26.691
sharegpt_FH1eRUZ_0,32,309,296.837,7440.335,23.193
sharegpt_FjQjuhg_0,83,403,296.858,9603.54,23.151
sharegpt_yycpKrx_0,19,1025,296.683,23141.896,22.31
sharegpt_Tnyb9mk_26,760,1025,703.082,23204.879,21.974
sharegpt_V8KAABo_0,164,480,296.576,11244.307,22.855
sharegpt_9Qep354_34,507,725,296.466,16622.183,22.549
sharegpt_PUZlqBP_0,534,1025,296.163,23141.336,22.31
sharegpt_RhAc4fh_0,228,234,434.991,5872.072,23.335
sharegpt_ASOnp4D_0,43,373,434.905,8965.534,22.932
sharegpt_5bzpd5P_0,13,453,703.379,10738.696,22.202
sharegpt_0M8jndL_0,20,336,702.309,8165.316,22.278
sharegpt_GPKEDmZ_0,71,116,703.253,3343.694,22.96
sharegpt_IOhW1Iq_50,317,76,148.509,2387.338,29.851
sharegpt_NeBDpcw_24,168,958,568.024,21736.072,22.119
sharegpt_JrQCmm5_0,18,142,82.951,3154.542,21.784
sharegpt_gcVkCKD_0,146,462,67.184,10135.864,21.841
sharegpt_7JhALAY_0,222,475,63.705,10378.677,21.762
sharegpt_GRk1LPZ_0,70,255,64.403,5602.418,21.803
sharegpt_U3S02iq_0,14,524,62.368,11507.975,21.885
sharegpt_2wDnY0N_0,25,680,65.027,14900.314,21.849
sharegpt_qRbHQU7_12,45,644,64.606,14115.777,21.853
sharegpt_yMxOowb_132,629,986,79.911,21380.292,21.625
sharegpt_qLEszEA_208,37,316,60.995,6982.787,21.974
sharegpt_xuR7z91_26,63,120,61.918,2714.579,22.291
sharegpt_yxQxL6n_0,94,562,62.929,12367.579,21.933
sharegpt_yAwGFqP_100,515,591,69.33,13008.249,21.93
sharegpt_D0cbbeB_4,1110,1021,137.496,21920.169,21.356
sharegpt_WAOAkJZ_0,44,697,62.906,15243.716,21.812
sharegpt_3qVPZGU_0,64,713,64.815,15574.43,21.783
sharegpt_wfchack_0,173,283,67.293,6246.949,21.914
sharegpt_V8rl6n5_0,56,702,66.048,15327.417,21.771
sharegpt_l6geHv4_42,17,596,68.218,13042.146,21.805
sharegpt_9afria9_8,1087,637,94.758,13933.334,21.759
sharegpt_vFtK0lQ_0,18,563,93.536,12320.518,21.756
sharegpt_ITAvflY_0,21,819,64.286,17612.896,21.453
sharegpt_xPGHSnV_0,29,428,63.418,9346.371,21.74
sharegpt_jwZ0WX1_0,647,1013,90.542,21549.991,21.205
sharegpt_kfVsCGi_0,40,482,88.304,10522.398,21.693
sharegpt_TgomyCL_0,68,638,61.897,13889.92,21.708
sharegpt_ijIr7vm_0,21,834,63.515,17853.9,21.357
