request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
sharegpt_wRyWxD2_18,1665,4,457.612,500.606,14.332
sharegpt_kv271Gd_40,25,795,387.892,17320.455,21.326
sharegpt_bEQJqxw_0,140,1025,387.78,22236.302,21.336
sharegpt_8sl3rDY_0,33,353,387.654,7889.664,21.313
sharegpt_EKVf2RL_0,34,667,234.912,14548.713,21.492
sharegpt_AieydaK_0,45,4,387.531,475.801,29.423
sharegpt_E3SwF8i_0,76,362,234.873,8058.886,21.673
sharegpt_Yu9nEQY_44,30,307,234.695,6874.668,21.699
sharegpt_kjeGJvK_2,976,621,234.679,13574.249,21.515
sharegpt_u7ynJaV_0,374,325,234.557,7271.269,21.718
sharegpt_Y6nhEqm_0,41,630,387.024,13786.215,21.302
sharegpt_U3KZdH9_0,64,848,386.932,18445.114,21.32
sharegpt_ksLyHFO_0,62,912,124.764,19760.002,21.553
sharegpt_EcvnZ3B_8,394,270,234.367,6080.872,21.734
sharegpt_j6HIlwY_0,42,598,234.276,13089.29,21.533
sharegpt_OlhSVrJ_0,52,58,386.611,1629.546,21.806
sharegpt_bLv7JMf_0,21,751,386.765,16355.086,21.291
sharegpt_sh6WkqO_0,65,49,386.653,1435.77,21.857
sharegpt_r3WT7hv_0,201,732,386.426,15949.6,21.29
sharegpt_7uUzx6Z_4,917,746,386.357,16250.202,21.294
sharegpt_ZivWPmv_0,748,452,74.287,9614.46,21.153
sharegpt_eIibBFp_0,26,531,73.197,11310.19,21.202
sharegpt_1bziJ0t_0,43,955,63.978,20367.329,21.282
sharegpt_GUVjQIR_0,24,345,65.562,7341.57,21.151
sharegpt_EY52KT1_0,103,638,62.873,13637.43,21.31
sharegpt_SXOonXB_16,846,557,70.96,11911.672,21.296
sharegpt_tDPXObj_0,397,379,65.722,8087.512,21.222
sharegpt_5nINNyc_0,32,564,61.92,12039.243,21.274
sharegpt_cwzsyBR_0,29,628,62.649,13418.163,21.301
sharegpt_YzlCOF5_0,25,1025,68.86,22014.947,21.432
sharegpt_M8bwizw_0,110,364,63.608,7803.615,21.322
sharegpt_fiVI7Ln_0,106,765,64.452,16447.754,21.444
sharegpt_at1lmSN_0,22,249,61.242,5333.654,21.26
sharegpt_C3ePtjr_0,15,422,62.576,9048.772,21.345
sharegpt_vl3is2s_30,193,327,64.685,6992.535,21.251
sharegpt_xYPu2UN_0,164,124,63.727,2686.836,21.326
sharegpt_FH1eRUZ_0,32,308,61.385,6617.217,21.355
sharegpt_FjQjuhg_0,83,403,63.633,8682.011,21.439
sharegpt_yycpKrx_0,19,776,61.962,16767.123,21.555
sharegpt_Tnyb9mk_26,760,1025,85.429,22177.592,21.574
sharegpt_V8KAABo_0,164,478,62.813,10317.229,21.498
sharegpt_9Qep354_34,507,725,62.711,15655.015,21.536
sharegpt_PUZlqBP_0,534,1025,62.2,22141.693,21.562
sharegpt_RhAc4fh_0,228,276,62.012,5949.424,21.409
sharegpt_ASOnp4D_0,43,373,61.311,8032.659,21.428
sharegpt_5bzpd5P_0,13,439,62.74,9492.039,21.528
sharegpt_0M8jndL_0,20,336,63.17,7250.445,21.455
sharegpt_GPKEDmZ_0,71,116,61.971,2517.98,21.357
sharegpt_IOhW1Iq_50,317,76,62.771,1658.03,21.27
sharegpt_NeBDpcw_24,168,987,65.481,21319.114,21.555
sharegpt_JrQCmm5_0,18,142,64.776,3093.129,21.478
sharegpt_gcVkCKD_0,146,462,64.943,10030.189,21.617
sharegpt_7JhALAY_0,222,475,64.42,10300.34,21.595
sharegpt_GRk1LPZ_0,70,255,63.323,5554.103,21.617
sharegpt_U3S02iq_0,14,524,64.961,11385.644,21.646
sharegpt_2wDnY0N_0,25,680,63.746,14788.473,21.686
