request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
0,1665,763,2198.955,21989.555,25.972
1,25,409,2198.374,21983.739,48.494
2,140,576,2198.326,21983.26,34.409
3,33,649,2198.276,21982.762,30.532
4,34,591,2198.252,21982.516,33.533
5,45,795,2198.225,21982.25,24.917
6,76,762,2198.202,21982.022,25.997
7,30,147,563.48,5634.799,34.735
8,976,500,2198.132,21981.324,39.646
9,374,395,2197.867,21978.673,50.205
10,41,826,2197.758,21977.581,23.976
11,64,760,2197.722,21977.224,26.06
12,62,804,2197.691,21976.911,24.632
13,394,817,2197.665,21976.65,24.239
14,42,781,2197.568,21975.677,25.357
15,52,773,2197.543,21975.427,25.619
16,21,735,2197.518,21975.181,26.945
17,65,762,2197.496,21974.959,25.989
18,201,654,2197.465,21974.655,30.287
19,917,859,2197.397,21973.975,23.05
20,748,243,834.686,8346.862,31.042
21,26,522,2196.986,21969.859,37.952
22,43,462,2196.962,21969.623,42.891
23,24,391,1001.203,10012.029,23.105
24,103,852,2196.894,21968.937,23.234
25,846,843,2196.861,21968.611,23.482
26,397,307,2196.698,21966.982,64.609
27,32,875,2196.597,21965.966,22.619
28,29,869,2196.573,21965.728,22.776
29,25,701,2196.552,21965.521,28.241
30,110,725,2196.533,21965.326,27.305
31,106,818,2196.495,21964.953,24.196
32,22,829,2196.457,21964.57,23.875
33,15,674,2196.439,21964.388,29.373
34,193,770,2196.42,21964.2,25.706
35,164,847,2196.365,21963.646,23.366
36,32,827,2196.315,21963.148,23.931
37,83,843,2196.107,21961.071,23.474
38,19,750,2196.074,21960.744,26.388
39,760,480,2196.055,21960.548,41.262
40,164,798,2195.873,21958.73,24.797
41,507,880,2195.827,21958.27,22.483
42,534,719,2195.721,21957.214,27.523
43,228,658,2195.594,21955.943,30.077
44,43,393,2195.53,21955.299,50.408
45,13,744,2195.501,21955.009,26.594
46,20,821,2195.484,21954.845,24.097
47,71,684,2195.467,21954.674,28.93
48,317,700,2195.439,21954.39,28.267
49,168,524,2195.35,21953.504,37.778
50,18,741,2195.298,21952.978,26.7
51,146,676,2195.278,21952.781,29.27
52,222,784,2195.232,21952.323,25.233
53,70,667,2195.174,21951.736,29.665
54,14,773,2195.141,21951.414,25.591
55,25,852,2195.125,21951.246,23.215
56,45,800,2195.108,21951.081,24.726
57,629,880,2195.085,21950.848,22.475
58,37,705,2194.935,21949.355,28.06
59,63,432,2194.907,21949.071,45.833
60,94,848,2194.869,21948.689,23.322
61,515,595,2194.819,21948.191,33.255
62,1110,516,2194.686,21946.864,38.354
63,44,695,1972.955,19729.555,25.586
64,64,837,2194.352,21943.523,23.623
65,173,608,2194.322,21943.217,32.535
66,56,470,1200.542,12005.417,23.038
67,17,804,2194.237,21942.371,24.593
68,1087,826,2194.217,21942.175,23.937
69,18,691,2193.988,21939.88,28.617
70,21,668,2193.969,21939.692,29.604
71,29,806,2193.949,21939.491,24.529
72,647,426,2193.931,21939.308,46.46
73,40,560,2193.763,21937.625,35.32
74,68,826,2193.729,21937.29,23.932
75,21,843,2193.701,21937.006,23.448
76,261,487,2193.681,21936.81,40.624
77,36,641,2193.605,21936.046,30.848
78,52,875,2193.58,21935.795,22.588
79,139,797,2193.556,21935.56,24.802
80,31,458,1957.859,19578.594,38.557
81,36,819,1875.897,18758.965,20.639
82,32,488,1317.433,13174.328,24.347
83,1336,451,1754.141,17541.407,35.083
84,34,177,1424.284,14242.843,72.833
85,12,810,1324.355,13243.548,14.733
86,532,1024,1324.299,13242.986,11.651
87,12,658,1323.999,13239.987,18.137
88,494,744,1323.963,13239.632,16.037
89,26,859,1323.754,13237.54,13.886
90,21,356,1323.72,13237.202,33.559
91,36,846,1323.684,13236.835,14.098
92,42,716,1323.648,13236.478,16.661
93,60,658,1323.607,13236.066,18.132
94,13,583,1323.561,13235.61,20.467
95,21,785,1323.53,13235.303,15.194
96,68,856,1323.5,13234.998,13.932
97,123,849,1323.449,13234.487,14.046
98,20,803,1323.378,13233.78,14.851
99,18,713,1323.343,13233.427,16.728
