request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
0,1665,763,2441.987,24419.874,28.842
1,25,431,2441.399,24413.994,51.099
2,140,595,2441.351,24413.508,36.99
3,33,657,2441.295,24412.946,33.493
4,34,606,2441.265,24412.646,36.316
5,45,769,2441.233,24412.331,28.608
6,76,767,2441.202,24412.019,28.683
7,30,147,620.981,6209.805,38.28
8,976,241,1513.069,15130.687,56.74
9,374,537,2440.844,24408.445,40.984
10,41,789,2440.735,24407.35,27.876
11,64,760,2440.689,24406.895,28.941
12,62,799,2440.652,24406.522,27.526
13,394,819,2440.62,24406.199,26.853
14,42,772,2440.511,24405.109,28.488
15,52,810,2440.479,24404.791,27.15
16,21,474,2440.452,24404.52,46.436
17,65,776,2440.427,24404.272,28.34
18,201,631,2440.393,24403.931,34.863
19,917,775,2440.316,24403.158,28.376
20,748,248,1256.29,12562.896,45.776
21,26,376,1400.814,14008.143,33.62
22,43,483,1401.177,14011.769,26.163
23,24,867,1400.303,14003.028,14.553
24,103,693,1400.256,14002.555,18.211
25,846,784,1400.199,14001.986,16.094
26,397,437,1400.005,14000.045,28.899
27,32,875,1399.89,13998.895,14.415
28,29,793,1399.863,13998.629,15.908
29,25,809,1399.837,13998.371,15.592
30,110,704,1399.812,13998.117,17.921
31,106,854,1399.769,13997.685,14.769
32,22,867,1399.728,13997.282,14.547
33,15,582,1399.704,13997.041,21.682
34,193,721,1399.68,13996.795,17.496
35,164,777,1399.622,13996.222,16.233
36,32,837,1399.567,13995.665,15.067
37,83,887,1399.537,13995.373,14.217
38,19,783,1399.5,13994.998,16.107
39,760,480,1399.441,13994.409,26.294
40,164,720,1399.245,13992.445,17.515
41,507,876,1396.221,13962.207,14.361
42,534,693,1395.51,13955.104,18.15
43,228,635,1400.905,14009.049,19.887
44,43,299,1400.798,14007.982,42.306
45,13,712,1400.758,14007.576,17.731
46,20,459,1400.736,14007.355,27.525
47,71,574,1400.712,14007.116,22.001
48,317,732,1400.677,14006.768,17.245
49,168,518,1400.583,14005.829,24.382
50,18,681,1400.521,14005.211,18.536
51,146,571,1400.495,14004.948,22.113
52,222,798,1400.441,14004.412,15.814
53,70,749,1400.377,14003.769,16.849
54,14,637,1400.341,14003.406,19.816
55,25,845,1400.317,14003.167,14.932
56,45,775,1400.295,14002.953,16.283
57,629,878,1400.267,14002.666,14.37
58,37,582,1400.101,14001.012,21.688
59,63,430,1400.019,14000.193,29.371
60,94,848,1399.976,13999.76,14.876
61,515,589,1410.623,14106.233,21.591
62,1110,412,1412.852,14128.523,30.938
63,44,656,1104.356,11043.565,15.174
64,64,803,1413.693,14136.931,15.864
65,173,539,1413.65,14136.504,23.648
66,56,817,1413.583,14135.831,15.591
67,17,813,1413.548,14135.479,15.667
68,1087,800,1413.525,14135.25,15.922
69,18,632,1413.274,14132.736,20.158
70,21,612,1413.251,14132.506,20.817
71,29,806,1413.227,14132.274,15.8
72,647,436,1413.203,14132.032,29.239
73,40,560,1413.032,14130.315,22.75
74,68,813,1413.002,14130.024,15.661
75,21,855,1412.971,14129.709,14.891
76,261,507,1412.949,14129.49,25.132
77,36,647,1412.863,14128.629,19.684
78,52,809,1412.833,14128.331,15.737
79,139,753,1412.751,14127.515,16.908
80,31,458,1412.702,14127.022,27.821
81,36,827,1403.296,14032.957,15.29
82,32,515,886.999,8869.993,15.531
83,1336,451,1361.52,13615.199,27.23
84,34,626,1319.632,13196.315,19.003
85,12,810,1319.58,13195.798,14.68
86,532,1024,1319.55,13195.503,11.609
87,12,769,1319.377,13193.771,15.461
88,494,735,1319.356,13193.556,16.177
89,26,858,1319.212,13192.12,13.854
90,21,356,1319.186,13191.864,33.444
91,36,769,1319.159,13191.593,15.459
92,42,444,1319.134,13191.336,26.8
93,60,681,1319.102,13191.018,17.459
94,13,646,1319.066,13190.665,18.406
95,21,792,1319.046,13190.461,15.008
96,68,433,727.764,7277.64,15.162
97,123,849,1318.983,13189.825,13.999
98,20,807,1318.934,13189.339,14.728
99,18,713,1318.913,13189.131,16.672
