request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
0,1665,764,1930.297,19302.97,22.769
1,25,428,1929.789,19297.892,40.675
2,140,619,1929.749,19297.491,28.103
3,33,700,1929.699,19296.992,24.846
4,34,642,1929.671,19296.714,27.094
5,45,830,1929.639,19296.392,20.949
6,76,851,1929.605,19296.054,20.431
7,30,147,538.831,5388.313,33.216
8,976,479,1929.534,19295.338,36.33
9,374,538,1929.273,19292.732,32.334
10,41,813,1929.167,19291.669,21.382
11,64,747,1929.129,19291.291,23.274
12,62,808,1929.093,19290.934,21.514
13,394,709,1929.065,19290.65,24.522
14,42,800,1928.968,19289.678,21.728
15,52,765,1928.941,19289.414,22.723
16,21,488,1928.913,19289.13,35.647
17,65,768,1928.885,19288.85,22.634
18,201,721,1928.851,19288.51,24.111
19,917,854,1928.781,19287.812,20.351
20,748,613,1928.581,19285.815,28.361
21,26,520,1928.393,19283.927,33.44
22,43,513,1928.367,19283.666,33.897
23,24,391,920.885,9208.849,21.251
24,103,839,1928.298,19282.982,20.71
25,846,827,1928.26,19282.597,21.01
26,397,414,1928.089,19280.89,42.016
27,32,875,1927.966,19279.655,19.853
28,29,865,1927.933,19279.331,20.083
29,25,702,1927.908,19279.08,24.752
30,110,738,1927.886,19278.861,23.543
31,106,891,1927.844,19278.435,19.495
32,22,828,1927.804,19278.041,20.98
33,15,671,1927.778,19277.776,25.896
34,193,713,1927.754,19277.545,24.368
35,164,811,1927.699,19276.988,21.419
36,32,834,1927.646,19276.464,20.827
37,83,889,1927.429,19274.292,19.535
38,19,802,1927.389,19273.895,21.656
39,760,480,1927.367,19273.667,36.214
40,164,827,1927.186,19271.859,20.998
41,507,876,1927.136,19271.359,19.822
42,534,723,1927.021,19270.211,24.021
43,228,644,1926.891,19268.909,26.97
44,43,387,1926.823,19268.235,44.926
45,13,692,1926.793,19267.932,25.096
46,20,793,1926.773,19267.73,21.895
47,71,536,1926.751,19267.514,32.413
48,317,740,1926.719,19267.189,23.465
49,168,518,1926.622,19266.217,33.539
50,18,725,1821.976,18219.765,22.649
51,146,592,1814.277,18142.771,27.629
52,222,728,1787.741,17877.409,22.132
53,70,654,1787.642,17876.424,24.638
54,14,730,1787.595,17875.952,22.069
55,25,859,1787.573,17875.728,18.751
56,45,848,1787.565,17875.651,18.994
57,629,842,1787.537,17875.371,19.129
58,37,761,1787.374,17873.742,21.166
59,63,543,1787.341,17873.412,29.679
60,94,211,467.94,4679.397,20.055
61,515,606,1787.234,17872.339,26.587
62,1110,516,1787.095,17870.952,31.231
63,44,651,1393.637,13936.365,19.297
64,64,722,1786.751,17867.506,22.303
65,173,787,1786.715,17867.153,20.459
66,56,878,1786.661,17866.612,18.335
67,17,813,1786.632,17866.321,19.803
68,1087,832,1786.523,17865.226,19.349
69,18,691,1786.284,17862.842,23.299
70,21,752,1786.261,17862.614,21.407
71,29,799,1786.238,17862.38,20.146
72,647,436,1786.214,17862.144,36.956
73,40,560,1786.044,17860.444,28.756
74,68,803,1786.015,17860.151,20.043
75,21,841,1785.983,17859.827,19.136
76,261,507,1785.961,17859.607,31.766
77,36,667,1785.877,17858.766,24.133
78,52,654,1785.848,17858.479,24.614
79,139,790,1785.819,17858.193,20.371
80,31,458,1785.772,17857.722,35.168
81,36,827,1785.742,17857.424,19.457
82,32,450,1007.148,10071.484,20.188
83,1336,451,1785.676,17856.763,35.714
84,34,619,1785.347,17853.466,26.0
85,12,810,1785.322,17853.216,19.861
86,532,1024,1785.3,17853.003,15.706
87,12,678,1785.152,17851.522,23.732
88,494,737,1785.131,17851.307,21.829
89,26,873,1785.0,17850.005,18.423
90,21,356,1784.976,17849.756,45.253
91,36,850,1784.95,17849.497,18.922
92,42,753,1784.924,17849.238,21.362
93,60,637,1784.896,17848.963,25.258
94,13,616,1784.864,17848.645,26.12
95,21,790,1784.844,17848.44,20.359
96,68,811,1784.812,17848.124,19.831
97,123,221,510.407,5104.075,20.88
98,20,764,1784.728,17847.284,21.052
99,18,785,1784.704,17847.035,20.488
