request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
sharegpt_wRyWxD2_18,1665,244,1632.58,8758.058,29.323
sharegpt_kv271Gd_40,25,1025,938.731,31676.485,30.017
sharegpt_bEQJqxw_0,140,1025,382.585,31562.905,30.45
sharegpt_8sl3rDY_0,33,1025,1084.685,31704.29,29.902
sharegpt_EKVf2RL_0,34,1025,1084.157,31703.941,29.902
sharegpt_AieydaK_0,45,191,382.376,6903.426,34.321
sharegpt_E3SwF8i_0,76,1025,382.07,31562.684,30.45
sharegpt_Yu9nEQY_44,30,1025,382.243,31562.355,30.449
sharegpt_kjeGJvK_2,976,574,519.957,18271.279,30.98
sharegpt_u7ynJaV_0,374,795,519.842,24976.787,30.802
sharegpt_Y6nhEqm_0,41,1025,520.028,31591.246,30.343
sharegpt_U3KZdH9_0,64,1025,1223.111,31730.469,29.792
sharegpt_ksLyHFO_0,62,1025,1224.613,31731.067,29.791
sharegpt_EcvnZ3B_8,394,662,1224.583,20989.305,29.901
sharegpt_j6HIlwY_0,42,1025,1224.486,31730.839,29.791
sharegpt_OlhSVrJ_0,52,272,1223.121,9495.542,30.526
sharegpt_bLv7JMf_0,21,1025,1224.051,31730.711,29.792
sharegpt_sh6WkqO_0,65,415,1223.46,13663.947,30.049
sharegpt_r3WT7hv_0,201,1025,1223.299,31730.499,29.792
sharegpt_7uUzx6Z_4,917,1025,1365.213,31757.705,29.68
sharegpt_ZivWPmv_0,748,1025,1365.891,31757.69,29.679
sharegpt_eIibBFp_0,26,1025,1365.075,31756.104,29.679
sharegpt_1bziJ0t_0,43,1025,1364.864,31756.23,29.679
sharegpt_GUVjQIR_0,24,912,1364.83,28520.359,29.808
sharegpt_EY52KT1_0,103,1025,1364.849,31755.916,29.679
sharegpt_SXOonXB_16,846,1025,1507.1,31758.938,29.543
sharegpt_tDPXObj_0,397,771,1504.852,24419.035,29.759
sharegpt_5nINNyc_0,32,1025,1505.418,31759.052,29.545
sharegpt_cwzsyBR_0,29,1025,1505.464,31759.119,29.545
sharegpt_YzlCOF5_0,25,1025,1506.875,31759.108,29.543
sharegpt_M8bwizw_0,110,1025,1506.461,31758.893,29.543
sharegpt_fiVI7Ln_0,106,1025,795.346,31645.494,30.127
sharegpt_at1lmSN_0,22,609,795.268,19359.614,30.533
sharegpt_C3ePtjr_0,15,607,794.722,19296.284,30.531
sharegpt_vl3is2s_30,193,1025,795.1,31645.26,30.127
sharegpt_xYPu2UN_0,164,1025,795.313,31645.583,30.127
sharegpt_FH1eRUZ_0,32,1025,794.395,31644.441,30.127
sharegpt_FjQjuhg_0,83,1025,795.269,31645.543,30.127
sharegpt_yycpKrx_0,19,1025,794.341,31644.752,30.127
sharegpt_Tnyb9mk_26,760,1025,934.905,31672.881,30.018
sharegpt_V8KAABo_0,164,1025,934.561,31672.308,30.017
sharegpt_9Qep354_34,507,1025,934.597,31672.608,30.018
sharegpt_PUZlqBP_0,534,1025,933.692,31672.117,30.018
sharegpt_RhAc4fh_0,228,724,1505.515,22853.262,29.527
sharegpt_ASOnp4D_0,43,748,933.88,23485.566,30.19
sharegpt_5bzpd5P_0,13,1025,272.624,31529.094,30.524
sharegpt_0M8jndL_0,20,1025,272.62,31528.93,30.524
sharegpt_GPKEDmZ_0,71,846,934.383,26544.492,30.308
sharegpt_IOhW1Iq_50,317,759,378.338,23724.96,30.8
sharegpt_NeBDpcw_24,168,1025,378.268,31559.079,30.45
sharegpt_JrQCmm5_0,18,1025,934.024,31672.046,30.018
sharegpt_gcVkCKD_0,146,1025,1079.388,31699.49,29.902
sharegpt_7JhALAY_0,222,1025,377.981,31557.525,30.449
sharegpt_GRk1LPZ_0,70,1025,377.984,31558.254,30.449
sharegpt_U3S02iq_0,14,1025,377.922,31557.494,30.449
sharegpt_2wDnY0N_0,25,1025,933.979,31671.911,30.018
sharegpt_qRbHQU7_12,45,1025,1079.785,31699.239,29.902
sharegpt_yMxOowb_132,629,1025,1078.964,31699.034,29.902
sharegpt_qLEszEA_208,37,926,1079.765,28871.179,30.045
sharegpt_xuR7z91_26,63,1025,1080.032,31699.435,29.902
sharegpt_yxQxL6n_0,94,1025,1079.91,31699.302,29.902
sharegpt_yAwGFqP_100,515,1025,1079.882,31699.299,29.902
sharegpt_D0cbbeB_4,1110,1025,1219.725,31726.38,29.792
sharegpt_WAOAkJZ_0,44,1025,515.302,31586.5,30.343
sharegpt_3qVPZGU_0,64,1025,514.95,31585.827,30.343
sharegpt_wfchack_0,173,1025,515.165,31586.349,30.343
sharegpt_V8rl6n5_0,56,1025,514.881,31585.77,30.343
sharegpt_l6geHv4_42,17,1025,1218.465,31725.935,29.792
sharegpt_9afria9_8,1087,1025,514.716,31585.524,30.343
sharegpt_vFtK0lQ_0,18,1025,1219.289,31725.943,29.792
sharegpt_ITAvflY_0,21,1025,514.769,31585.666,30.343
sharegpt_xPGHSnV_0,29,1025,514.849,31585.982,30.343
sharegpt_jwZ0WX1_0,647,1025,653.012,31614.429,30.236
sharegpt_kfVsCGi_0,40,1025,653.265,31615.107,30.236
sharegpt_TgomyCL_0,68,1025,652.952,31614.814,30.236
sharegpt_ijIr7vm_0,21,1025,652.779,31614.193,30.236
sharegpt_uqppRZd_0,261,1025,652.722,31614.119,30.236
sharegpt_HELyvLS_0,36,1025,652.832,31614.741,30.236
sharegpt_xoAlW8C_0,52,1025,652.165,31613.472,30.236
sharegpt_vRkueLp_0,139,1025,652.501,31613.851,30.236
sharegpt_DvTeoPJ_0,31,1025,652.492,31613.863,30.236
sharegpt_iuA20cs_0,36,1025,652.659,31614.581,30.236
sharegpt_tfpx5io_0,32,833,652.728,26108.281,30.596
sharegpt_xQdCtMx_0,1336,1025,792.111,31642.261,30.127
sharegpt_Ws7UnN4_0,34,1025,792.042,31642.202,30.127
sharegpt_lQPFX1x_0,12,1025,792.418,31642.703,30.127
sharegpt_DFMYCG8_0,532,1025,792.034,31642.21,30.127
sharegpt_3JaBOCI_0,12,1025,791.922,31642.088,30.127
sharegpt_62YjlwM_20,494,1025,1503.163,31755.616,29.543
sharegpt_DvSVEeb_0,26,1025,1502.661,31755.396,29.544
sharegpt_NzuWuye_0,21,861,1502.78,27074.875,29.735
sharegpt_urObKlk_0,36,1025,1502.813,31755.453,29.544
sharegpt_GhfOOFN_98,42,1025,1503.142,31755.374,29.543
sharegpt_W6wCYNp_0,60,1025,1501.593,31754.862,29.544
sharegpt_r5r0E6g_0,13,1025,1501.636,31755.181,29.544
sharegpt_JlBAuMI_0,21,462,1500.918,15106.07,29.512
sharegpt_hk6Ph3s_0,68,1014,1502.642,31468.742,29.582
sharegpt_afqhKGj_0,123,1025,1502.691,31755.17,29.543
sharegpt_KR4HUoi_0,20,1025,1502.248,31755.022,29.544
sharegpt_9bdW6Qy_0,18,1025,1502.673,31754.936,29.543
