request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
sharegpt_wRyWxD2_18,1665,4,1569.159,1614.412,15.084
sharegpt_kv271Gd_40,25,795,875.206,19043.601,22.882
sharegpt_bEQJqxw_0,140,1025,330.143,23707.088,22.829
sharegpt_8sl3rDY_0,33,377,1014.273,9966.184,23.808
sharegpt_EKVf2RL_0,34,661,1014.143,16193.44,22.999
sharegpt_AieydaK_0,45,4,329.804,603.318,91.171
sharegpt_E3SwF8i_0,76,362,329.553,9522.992,25.467
sharegpt_Yu9nEQY_44,30,307,329.75,8292.972,26.024
sharegpt_kjeGJvK_2,976,621,329.531,15211.231,24.003
sharegpt_u7ynJaV_0,374,333,329.426,8875.752,25.742
sharegpt_Y6nhEqm_0,41,630,467.991,15427.224,23.783
sharegpt_U3KZdH9_0,64,848,1149.721,20172.308,22.459
sharegpt_ksLyHFO_0,62,1025,1149.639,23832.875,22.152
sharegpt_EcvnZ3B_8,394,270,1149.708,7620.964,24.057
sharegpt_j6HIlwY_0,42,598,1149.307,14841.859,22.936
sharegpt_OlhSVrJ_0,52,58,1149.892,2766.404,28.36
sharegpt_bLv7JMf_0,21,627,1149.599,15470.833,22.877
sharegpt_sh6WkqO_0,65,49,1149.562,2561.429,29.414
sharegpt_r3WT7hv_0,201,732,1287.485,17755.612,22.528
sharegpt_7uUzx6Z_4,917,746,1286.799,18054.721,22.507
sharegpt_ZivWPmv_0,748,452,1286.991,11682.325,23.05
sharegpt_eIibBFp_0,26,531,1287.661,13411.373,22.875
sharegpt_1bziJ0t_0,43,955,1285.849,22392.6,22.124
sharegpt_GUVjQIR_0,24,345,1285.786,9296.448,23.287
sharegpt_EY52KT1_0,103,638,1285.843,15735.914,22.685
sharegpt_SXOonXB_16,846,447,1424.11,11591.433,22.797
sharegpt_tDPXObj_0,397,379,1424.954,10073.557,22.88
sharegpt_5nINNyc_0,32,564,1424.924,14143.906,22.591
sharegpt_cwzsyBR_0,29,628,1423.948,15535.259,22.506
sharegpt_YzlCOF5_0,25,1025,1424.302,23850.961,21.901
sharegpt_M8bwizw_0,110,364,1424.79,9743.09,22.915
sharegpt_fiVI7Ln_0,106,765,736.36,18376.495,23.089
sharegpt_at1lmSN_0,22,350,736.507,9318.317,24.59
sharegpt_C3ePtjr_0,15,422,736.241,10912.211,24.171
sharegpt_vl3is2s_30,193,327,736.526,8804.297,24.748
sharegpt_xYPu2UN_0,164,124,736.684,4215.796,28.285
sharegpt_FH1eRUZ_0,32,308,736.484,8378.497,24.893
