request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
sharegpt_wRyWxD2_18,1665,244,455.314,6830.142,26.234
sharegpt_kv271Gd_40,25,1025,453.309,27543.741,26.455
sharegpt_bEQJqxw_0,140,1025,294.389,27517.013,26.585
sharegpt_8sl3rDY_0,33,1025,453.086,27543.509,26.455
sharegpt_EKVf2RL_0,34,1025,294.215,27516.814,26.585
sharegpt_AieydaK_0,45,191,294.308,5394.4,26.843
sharegpt_E3SwF8i_0,76,1025,294.117,27516.812,26.585
sharegpt_Yu9nEQY_44,30,1025,293.786,27516.434,26.585
sharegpt_kjeGJvK_2,976,574,293.999,15528.348,26.587
sharegpt_u7ynJaV_0,374,795,293.906,21445.697,26.64
sharegpt_Y6nhEqm_0,41,1025,293.75,27516.467,26.585
sharegpt_U3KZdH9_0,64,796,293.767,21474.209,26.642
sharegpt_ksLyHFO_0,62,1025,293.647,27516.385,26.585
sharegpt_EcvnZ3B_8,394,662,452.239,17936.096,26.451
sharegpt_j6HIlwY_0,42,1025,452.313,27542.766,26.456
sharegpt_OlhSVrJ_0,52,272,452.281,7579.109,26.298
sharegpt_bLv7JMf_0,21,1025,451.966,27542.022,26.455
sharegpt_sh6WkqO_0,65,415,452.152,11386.586,26.412
sharegpt_r3WT7hv_0,201,1025,158.215,27486.833,26.688
sharegpt_7uUzx6Z_4,917,1025,158.092,27486.888,26.688
sharegpt_ZivWPmv_0,748,1025,95.518,27352.187,26.618
sharegpt_eIibBFp_0,26,1025,86.309,27388.606,26.662
sharegpt_1bziJ0t_0,43,1025,78.938,27401.404,26.682
sharegpt_GUVjQIR_0,24,893,76.076,23895.107,26.703
sharegpt_EY52KT1_0,103,956,114.438,25635.668,26.724
sharegpt_SXOonXB_16,846,1025,81.772,27432.021,26.709
sharegpt_tDPXObj_0,397,765,80.817,20517.552,26.75
sharegpt_5nINNyc_0,32,1025,78.601,27409.038,26.69
sharegpt_cwzsyBR_0,29,1025,82.918,27475.33,26.75
sharegpt_YzlCOF5_0,25,1025,82.54,27475.082,26.751
sharegpt_M8bwizw_0,110,1025,80.737,27475.016,26.752
sharegpt_fiVI7Ln_0,106,1025,80.487,27474.811,26.752
sharegpt_at1lmSN_0,22,609,80.336,16432.295,26.895
sharegpt_C3ePtjr_0,15,607,80.187,16380.951,26.899
sharegpt_vl3is2s_30,193,1025,80.146,27474.403,26.752
sharegpt_xYPu2UN_0,164,1025,80.018,27474.296,26.752
sharegpt_FH1eRUZ_0,32,1015,117.14,27206.949,26.716
sharegpt_FjQjuhg_0,83,1025,116.765,27475.669,26.718
sharegpt_yycpKrx_0,19,1025,116.601,27475.557,26.718
sharegpt_Tnyb9mk_26,760,1025,116.486,27475.496,26.718
sharegpt_V8KAABo_0,164,1025,84.568,27411.471,26.686
sharegpt_9Qep354_34,507,1025,82.467,27474.764,26.75
sharegpt_PUZlqBP_0,534,1025,83.231,27461.688,26.737
sharegpt_RhAc4fh_0,228,724,82.397,19280.335,26.553
sharegpt_ASOnp4D_0,43,748,76.846,20020.237,26.698
sharegpt_5bzpd5P_0,13,1025,79.827,27496.361,26.774
sharegpt_0M8jndL_0,20,1025,78.069,27460.226,26.74
sharegpt_GPKEDmZ_0,71,916,80.067,24579.697,26.776
sharegpt_IOhW1Iq_50,317,762,77.385,20478.877,26.809
sharegpt_NeBDpcw_24,168,1025,80.568,27495.614,26.773
sharegpt_JrQCmm5_0,18,1025,79.381,27488.557,26.767
sharegpt_gcVkCKD_0,146,1025,79.076,27489.604,26.768
sharegpt_7JhALAY_0,222,1025,83.551,27493.75,26.768
sharegpt_GRk1LPZ_0,70,1025,83.178,27493.571,26.768
sharegpt_U3S02iq_0,14,1025,83.752,27492.629,26.766
sharegpt_2wDnY0N_0,25,1025,83.559,27492.884,26.767
sharegpt_qRbHQU7_12,45,1025,83.482,27492.828,26.767
sharegpt_yMxOowb_132,629,1025,83.394,27492.759,26.767
sharegpt_qLEszEA_208,37,809,88.822,21728.161,26.781
sharegpt_xuR7z91_26,63,1025,88.577,27491.506,26.761
sharegpt_yxQxL6n_0,94,1025,88.444,27491.404,26.761
sharegpt_yAwGFqP_100,515,1025,83.671,27410.945,26.687
sharegpt_D0cbbeB_4,1110,1025,116.926,27346.499,26.591
sharegpt_WAOAkJZ_0,44,1025,78.465,27281.533,26.565
sharegpt_3qVPZGU_0,64,1025,80.484,27330.341,26.611
sharegpt_wfchack_0,173,1025,83.547,27327.755,26.606
sharegpt_V8rl6n5_0,56,1025,79.149,27283.111,26.566
sharegpt_l6geHv4_42,17,1025,76.482,27270.556,26.557
sharegpt_9afria9_8,1087,1025,94.572,27264.146,26.533
sharegpt_vFtK0lQ_0,18,1025,77.224,27304.451,26.589
sharegpt_ITAvflY_0,21,1025,76.578,27314.463,26.599
sharegpt_xPGHSnV_0,29,1025,77.664,27270.696,26.556
sharegpt_jwZ0WX1_0,647,1025,84.389,27262.121,26.541
sharegpt_kfVsCGi_0,40,1025,79.26,27251.339,26.535
sharegpt_TgomyCL_0,68,1025,78.921,27251.149,26.535
sharegpt_ijIr7vm_0,21,1025,77.134,27250.079,26.536
sharegpt_uqppRZd_0,261,1025,76.726,27249.695,26.536
sharegpt_HELyvLS_0,36,1025,76.604,27249.61,26.536
sharegpt_xoAlW8C_0,52,1025,76.504,27249.532,26.536
sharegpt_vRkueLp_0,139,1025,77.49,27251.189,26.537
sharegpt_DvTeoPJ_0,31,1025,77.346,27251.048,26.537
sharegpt_iuA20cs_0,36,1025,76.502,27267.643,26.554
sharegpt_tfpx5io_0,32,820,76.123,21824.91,26.555
sharegpt_xQdCtMx_0,1336,1025,125.855,27298.73,26.536
sharegpt_Ws7UnN4_0,34,1025,79.378,27243.179,26.527
sharegpt_lQPFX1x_0,12,1025,77.618,27268.542,26.554
sharegpt_DFMYCG8_0,532,1025,83.042,27297.404,26.577
sharegpt_3JaBOCI_0,12,1025,76.634,27297.312,26.583
sharegpt_62YjlwM_20,494,1025,77.866,27305.297,26.589
sharegpt_DvSVEeb_0,26,876,78.86,23298.867,26.537
sharegpt_NzuWuye_0,21,837,78.957,22264.406,26.538
sharegpt_urObKlk_0,36,1025,76.106,27138.929,26.429
sharegpt_GhfOOFN_98,42,1025,75.221,27141.742,26.432
sharegpt_W6wCYNp_0,60,1025,78.767,27144.604,26.431
sharegpt_r5r0E6g_0,13,1025,78.432,27144.212,26.431
sharegpt_JlBAuMI_0,21,462,77.174,12362.647,26.65
sharegpt_hk6Ph3s_0,68,1018,76.997,26960.776,26.434
sharegpt_afqhKGj_0,123,868,76.888,23072.985,26.524
sharegpt_KR4HUoi_0,20,1025,76.787,27144.154,26.433
sharegpt_9bdW6Qy_0,18,1025,76.513,27118.004,26.408
