request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
0,1665,282,731.148,7311.481,23.418
1,25,375,1725.999,17259.991,41.535
2,140,854,1725.93,17259.299,18.21
3,33,830,1725.818,17258.182,18.736
4,34,915,1725.743,17257.429,16.993
5,45,814,1725.69,17256.904,19.104
6,76,877,1725.638,17256.377,17.729
7,30,415,1725.564,17255.635,37.512
8,976,875,1725.514,17255.136,17.768
9,374,651,1724.952,17249.516,23.884
10,41,890,1724.739,17247.387,17.461
11,64,750,1724.691,17246.907,20.724
12,62,773,1724.633,17246.329,20.106
13,394,844,1724.575,17245.752,18.412
14,42,817,1724.376,17243.763,19.019
15,52,872,1724.331,17243.305,17.817
16,21,515,1724.283,17242.832,30.192
17,65,788,1724.244,17242.437,19.718
18,201,910,1724.187,17241.872,17.071
19,917,767,1724.035,17240.353,20.256
20,748,586,1723.618,17236.178,26.517
21,26,893,1723.252,17232.523,17.387
22,43,552,1723.21,17232.104,28.147
23,24,766,1723.161,17231.611,20.272
24,103,784,1723.122,17231.222,19.806
25,846,895,1723.043,17230.432,17.346
26,397,746,1722.672,17226.719,20.811
27,32,917,1722.467,17224.675,16.924
28,29,790,1722.423,17224.229,19.647
29,25,805,1722.377,17223.773,19.28
30,110,671,1722.337,17223.371,23.136
31,106,857,1722.264,17222.635,18.108
32,22,785,1722.183,17221.832,19.77
33,15,787,1722.127,17221.272,19.719
34,193,683,1722.091,17220.912,22.726
35,164,769,1721.973,17219.733,20.179
36,32,840,1721.867,17218.667,18.471
37,83,799,1721.817,17218.168,19.419
38,19,926,1721.749,17217.493,16.752
39,760,748,1721.711,17217.108,20.744
40,164,956,1721.417,17214.175,16.223
41,507,830,1721.346,17213.462,18.688
42,534,700,1721.18,17211.805,22.161
43,228,878,1720.999,17209.992,17.661
44,43,838,1720.91,17209.104,18.504
45,13,403,1017.77,10177.702,22.786
46,20,897,1720.833,17208.331,17.285
47,71,719,1720.804,17208.042,21.57
48,317,781,1720.764,17207.643,19.855
49,168,857,1720.645,17206.447,18.091
50,18,563,1648.433,16484.329,26.398
51,146,808,1648.454,16484.54,18.384
52,222,844,1644.045,16440.45,17.552
53,70,667,1643.92,16439.202,22.215
54,14,931,1643.868,16438.683,15.908
55,25,786,1643.846,16438.459,18.847
56,45,905,1643.819,16438.189,16.365
57,629,791,1643.784,16437.842,18.727
58,37,733,1643.569,16435.686,20.208
59,63,834,1643.532,16435.32,17.757
60,94,818,1643.487,16434.869,18.105
61,515,879,1643.427,16434.265,16.846
62,1110,701,1643.266,16432.658,21.128
63,44,888,1642.852,16428.521,16.669
64,64,581,1642.818,16428.178,25.492
65,173,840,1642.776,16427.759,17.622
66,56,847,1642.466,16424.662,17.473
67,17,772,1642.428,16424.277,19.172
68,1087,905,1642.403,16424.027,16.351
69,18,774,1642.081,16420.814,19.119
70,21,960,1642.057,16420.567,15.41
71,29,615,1642.033,16420.328,24.069
72,647,718,1642.006,16420.064,20.611
73,40,597,1641.798,16417.981,24.792
74,68,906,1641.765,16417.65,16.327
75,21,906,1641.725,16417.249,16.327
76,261,764,1641.7,16417.001,19.365
77,36,189,1641.6,16416.004,78.587
78,52,939,1641.565,16415.653,15.751
79,139,848,1641.531,16415.313,17.442
80,31,617,1641.472,16414.717,23.983
81,36,960,1641.429,16414.291,15.404
82,32,753,1641.401,16414.009,19.644
83,1336,403,1641.372,16413.723,36.747
84,34,639,1640.987,16409.869,23.149
85,12,897,1640.956,16409.562,16.483
86,532,258,1640.933,16409.331,57.465
87,12,771,1640.753,16407.533,19.178
88,494,739,1640.73,16407.298,20.009
89,26,813,1640.563,16405.63,18.184
90,21,712,1640.534,16405.339,20.766
91,36,851,1640.509,16405.087,17.37
92,42,731,1640.48,16404.802,20.225
93,60,809,1640.448,16404.476,18.272
94,13,594,1640.41,16404.1,24.897
95,21,826,1640.375,16403.748,17.895
96,68,937,1640.349,16403.485,15.773
97,123,814,1640.311,16403.106,18.158
98,20,844,1640.253,16402.534,17.512
99,18,669,1640.229,16402.286,22.099
