request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
0,1665,632,1446.493,14464.927,20.631
1,25,493,1445.827,14458.273,26.448
2,140,861,1445.784,14457.844,15.13
3,33,718,1445.711,14457.114,18.147
4,34,915,1445.681,14456.807,14.235
5,45,750,1445.648,14456.477,17.371
6,76,877,1445.618,14456.176,14.852
7,30,450,1445.569,14455.686,28.976
8,976,781,1445.536,14455.363,16.679
9,374,511,1445.195,14451.953,25.503
10,41,893,1445.062,14450.621,14.58
11,64,745,1445.017,14450.167,17.48
12,62,765,1444.982,14449.822,17.022
13,394,844,1444.948,14449.482,15.426
14,42,897,1444.818,14448.176,14.513
15,52,872,1444.788,14447.884,14.929
16,21,519,1444.759,14447.585,25.102
17,65,788,1444.735,14447.346,16.522
18,201,896,1444.693,14446.928,14.528
19,917,787,1444.608,14446.085,16.541
20,748,576,1362.487,13624.874,21.326
21,26,829,1362.075,13620.747,14.805
22,43,552,1362.025,13620.25,22.247
23,24,787,1361.972,13619.722,15.595
24,103,919,1361.931,13619.309,13.352
25,846,932,1361.843,13618.434,13.165
26,397,623,1361.456,13614.563,19.7
27,32,943,1361.19,13611.902,13.005
28,29,792,1361.156,13611.559,15.487
29,25,829,1361.124,13611.239,14.795
30,110,704,1361.097,13610.973,17.425
31,106,783,1361.044,13610.443,15.664
32,22,802,1360.988,13609.879,15.292
33,15,774,1360.957,13609.572,15.846
34,193,656,1360.925,13609.245,18.7
35,164,793,1360.809,13608.086,15.464
36,32,789,1360.685,13606.847,15.541
37,83,839,1360.63,13606.305,14.613
38,19,921,1360.557,13605.568,13.31
39,760,748,1360.516,13605.156,16.392
40,164,950,1358.008,13580.076,12.879
41,507,879,1357.888,13578.88,13.919
42,534,784,1357.697,13576.974,15.606
43,228,878,1357.503,13575.029,13.931
44,43,947,1357.406,13574.06,12.914
45,13,816,1357.37,13573.7,14.989
46,20,897,1357.346,13573.461,13.634
47,71,719,1357.322,13573.219,17.014
48,317,794,1357.277,13572.772,15.404
49,168,857,1357.158,13571.578,14.269
50,18,623,1357.07,13570.699,19.636
51,146,872,1357.041,13570.409,14.022
52,222,814,1356.977,13569.772,15.022
53,70,667,1356.885,13568.85,18.336
54,14,924,1356.843,13568.428,13.23
55,25,746,1356.818,13568.183,16.391
56,45,912,1356.719,13567.194,13.403
57,629,796,1356.685,13566.852,15.359
58,37,743,1356.488,13564.884,16.453
59,63,834,1356.453,13564.53,14.656
60,94,805,1374.216,13742.162,15.383
61,515,879,1374.121,13741.214,14.086
62,1110,698,1373.936,13739.355,17.741
63,44,820,1373.511,13735.111,15.094
64,64,579,1373.472,13734.721,21.386
65,173,865,1373.43,13734.297,14.307
66,56,879,1373.358,13733.58,14.078
67,17,742,1373.321,13733.212,16.68
68,1087,868,1373.297,13732.97,14.256
69,18,790,1372.973,13729.733,15.661
70,21,960,1372.949,13729.488,12.885
71,29,559,1372.923,13729.23,22.144
72,647,745,1372.897,13728.966,16.608
73,40,945,1372.686,13726.855,13.087
74,68,923,1372.654,13726.541,13.399
75,21,962,1372.615,13726.149,12.855
76,261,782,1372.525,13725.253,15.817
77,36,602,1372.422,13724.225,20.552
78,52,939,1372.388,13723.882,13.168
79,139,801,1372.354,13723.538,15.439
80,31,617,1351.228,13512.276,19.742
81,36,924,1351.169,13511.691,13.175
82,32,706,1351.133,13511.33,17.249
83,1336,403,1351.097,13510.972,30.248
84,34,639,1350.654,13506.539,19.053
85,12,897,1350.622,13506.217,13.567
86,532,140,1350.598,13505.978,87.449
87,12,766,1350.408,13504.077,15.887
88,494,836,1350.385,13503.849,14.555
89,26,854,1350.209,13502.09,14.246
90,21,730,1350.179,13501.793,16.669
91,36,744,1350.153,13501.528,16.354
92,42,736,1350.123,13501.228,16.532
93,60,809,1350.09,13500.897,15.038
94,13,637,1350.051,13500.509,19.104
95,21,827,1350.028,13500.279,14.71
96,68,957,1349.931,13499.309,12.709
97,123,827,1349.89,13498.897,14.708
98,20,806,1349.831,13498.314,15.091
99,18,725,1349.805,13498.05,16.779
